mssub_class,mszoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition1,condition2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exteriorfirst,exteriorsecond,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,age_at_sale,years_since_remod,garage_age_at_sale,total_sf,total_above_ground_sf,total_bath,total_porch_sf,has_basement,has_garage,has_pool,has_fireplace,has_porch,is_new_house,age_negative_flag,remodel_negative_flag,garage_age_negative_flag
20,RL,57.0,6420,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,PConc,5.0,4.0,2.0,LwQ,210,ALQ,551,219,980,GasA,2.0,Y,FuseA,1148,0,0,1148,0,1,1,0,2,1,3.0,6,7.0,0,0.0,Detchd,1952.0,1.0,1,308,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,9,2006,WD,Normal,54,54,54.0,2128,1148,1.5,0,1,1,0,0,0,0,0,0,0
20,RL,65.0,8450,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,1.0,GLQ,553,BLQ,117,224,894,GasA,5.0,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3.0,5,7.0,1,4.0,Detchd,1973.0,1.0,1,336,3.0,3.0,2.0,416,144,0,0,0,0,0.0,MnPrv,None,0,4,2010,WD,Normal,45,1,37.0,1788,894,2.0,560,1,1,0,1,1,0,0,0,0
120,FV,59.0,4282,Pave,Pave,1.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4.0,3.0,PConc,4.0,3.0,2.0,GLQ,16,Unf,0,1375,1391,GasA,5.0,Y,SBrkr,1391,0,0,1391,0,0,2,0,2,1,4.0,5,7.0,0,0.0,Attchd,2004.0,2.0,2,530,3.0,3.0,2.0,156,158,0,0,0,0,0.0,None,None,0,7,2008,WD,Normal,4,4,4.0,2782,1391,2.0,314,1,1,0,0,1,0,0,0,0
20,RL,85.0,14331,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4.0,3.0,PConc,5.0,3.0,4.0,GLQ,1274,Unf,0,526,1800,GasA,5.0,Y,SBrkr,1800,0,0,1800,1,0,2,0,3,1,4.0,7,7.0,1,4.0,Attchd,2002.0,3.0,3,765,3.0,3.0,2.0,270,78,0,0,0,0,0.0,None,None,0,5,2006,WD,Normal,4,4,4.0,3600,1800,3.0,348,1,1,0,1,1,0,0,0,0
20,RL,80.0,9600,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3.0,3.0,CBlock,3.0,3.0,1.0,Unf,0,Unf,0,1164,1164,GasA,3.0,Y,SBrkr,1164,0,0,1164,0,0,1,1,3,1,3.0,6,7.0,0,0.0,Attchd,1969.0,1.0,2,528,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,7,2006,COD,Normal,37,37,37.0,2328,1164,1.5,0,1,1,0,0,0,0,0,0,0
60,RL,82.0,12438,Pave,None,2.0,Lvl,AllPub,Inside,2.0,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,5.0,3.0,PConc,5.0,4.0,1.0,Unf,0,Unf,0,1234,1234,GasA,5.0,Y,SBrkr,1264,1312,0,2576,0,0,2,1,4,1,5.0,10,7.0,1,4.0,BuiltIn,2006.0,3.0,3,666,3.0,3.0,2.0,324,100,0,0,0,0,0.0,None,None,0,7,2006,New,Partial,0,0,0.0,3810,2576,2.5,424,1,1,0,1,1,1,0,0,0
190,RM,76.0,7630,Pave,None,3.0,Lvl,AllPub,Inside,2.0,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,4.0,BrkTil,4.0,3.0,1.0,Unf,0,Unf,0,360,360,GasA,4.0,Y,SBrkr,1032,780,0,1812,0,0,2,0,4,2,4.0,8,7.0,1,1.0,Detchd,1999.0,1.0,2,672,3.0,3.0,0.0,344,0,40,0,0,0,0.0,MnPrv,None,0,5,2010,WD,Normal,110,14,11.0,2172,1812,2.0,384,1,1,0,1,1,0,0,0,0
20,RL,70.0,8400,Pave,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4.0,3.0,PConc,4.0,3.0,3.0,GLQ,712,Unf,0,761,1473,GasA,5.0,Y,SBrkr,1484,0,0,1484,1,0,2,0,3,1,4.0,7,7.0,0,0.0,Attchd,2004.0,2.0,2,606,3.0,3.0,2.0,0,35,0,144,0,0,0.0,None,None,0,5,2010,WD,Normal,6,5,6.0,2957,1484,3.0,179,1,1,0,0,1,0,0,0,0
190,RM,70.0,5600,Pave,None,3.0,Lvl,AllPub,Inside,2.0,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,2.0,2.0,Slab,0.0,0.0,0.0,,0,,0,0,0,GasA,2.0,N,SBrkr,372,720,0,1092,0,0,2,0,3,2,2.0,7,4.0,0,0.0,None,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,None,Othr,3500,7,2010,WD,Normal,80,60,2010.0,1092,1092,2.0,0,0,0,0,0,0,0,0,0,0
20,RL,,115149,Pave,None,1.0,Low,AllPub,CulDSac,0.0,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,3.0,3.0,CBlock,4.0,3.0,4.0,GLQ,1219,Unf,0,424,1643,GasA,3.0,Y,SBrkr,1824,0,0,1824,1,0,2,0,2,1,4.0,5,7.0,2,3.0,Attchd,1971.0,1.0,2,739,3.0,3.0,2.0,380,48,0,0,0,0,0.0,None,None,0,6,2007,WD,Normal,36,5,36.0,3467,1824,3.0,428,1,1,0,1,1,0,0,0,0
120,RL,48.0,6240,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4.0,3.0,PConc,4.0,3.0,1.0,GLQ,863,Unf,0,461,1324,GasA,5.0,Y,SBrkr,1324,0,0,1324,1,0,2,0,2,1,4.0,6,7.0,1,4.0,Attchd,2006.0,3.0,2,550,3.0,3.0,2.0,192,38,0,0,0,0,0.0,None,None,0,12,2009,WD,Normal,3,3,3.0,2648,1324,3.0,230,1,1,0,1,1,0,0,0,0
60,RL,65.0,9018,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,3.0,Unf,0,Unf,0,728,728,GasA,5.0,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,4.0,8,7.0,1,4.0,Attchd,2007.0,3.0,2,400,3.0,3.0,2.0,100,24,0,0,0,0,0.0,None,None,0,7,2007,New,Partial,0,0,0.0,2184,1456,2.5,124,1,1,0,1,1,1,0,0,0
20,RL,,7162,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3.0,3.0,PConc,3.0,3.0,1.0,Unf,0,Unf,0,876,876,GasA,3.0,Y,SBrkr,904,0,0,904,0,0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1966.0,1.0,1,408,3.0,3.0,2.0,0,0,0,0,0,0,0.0,MnPrv,None,0,12,2008,WD,Abnorml,42,42,42.0,1780,904,1.0,0,1,1,0,0,0,0,0,0,0
30,RL,56.0,4130,Pave,None,2.0,Lvl,AllPub,Inside,2.0,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,CBlock,3.0,3.0,1.0,Unf,0,Unf,0,270,270,GasA,4.0,Y,SBrkr,729,0,0,729,0,0,1,0,2,1,3.0,5,2.0,0,0.0,None,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,None,None,0,7,2008,WD,Normal,73,5,2008.0,999,729,1.0,0,1,0,0,0,0,0,0,0,0
50,C (all),66.0,8712,Pave,Pave,3.0,HLS,AllPub,Inside,1.0,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,Stone,3.0,3.0,2.0,Unf,0,Unf,0,859,859,GasA,4.0,Y,SBrkr,859,319,0,1178,0,0,1,0,2,1,3.0,7,7.0,0,0.0,Detchd,1964.0,2.0,1,384,3.0,3.0,0.0,68,0,98,0,0,0,0.0,None,None,0,1,2010,WD,Abnorml,110,60,46.0,2037,1178,1.0,166,1,1,0,0,1,0,0,0,0
120,RL,40.0,4671,Pave,None,2.0,HLS,AllPub,Inside,2.0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4.0,3.0,PConc,4.0,3.0,2.0,GLQ,767,Unf,0,461,1228,GasA,4.0,Y,SBrkr,1228,0,0,1228,1,0,2,0,2,1,4.0,5,7.0,1,4.0,Attchd,1988.0,3.0,2,472,3.0,3.0,2.0,168,120,0,0,0,0,0.0,None,None,0,10,2008,WD,Normal,20,19,20.0,2456,1228,3.0,288,1,1,0,1,1,0,0,0,0
190,RL,60.0,9873,Pave,None,3.0,Lvl,AllPub,Inside,2.0,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3.0,3.0,CBlock,3.0,3.0,3.0,ALQ,789,Unf,0,171,960,GasW,3.0,N,SBrkr,960,0,0,960,1,0,1,0,3,1,3.0,6,7.0,0,0.0,Detchd,1970.0,1.0,2,576,3.0,3.0,2.0,0,288,0,0,0,0,0.0,None,None,0,5,2006,WD,Normal,36,36,36.0,1920,960,2.0,288,1,1,0,0,1,0,0,0,0
60,RL,,13517,Pave,None,2.0,Lvl,AllPub,CulDSac,2.0,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,4.0,3.0,CBlock,3.0,3.0,1.0,GLQ,533,Unf,0,192,725,GasA,5.0,Y,SBrkr,725,754,0,1479,0,0,2,1,3,1,4.0,6,7.0,0,0.0,Attchd,1976.0,2.0,2,475,3.0,3.0,2.0,0,44,0,0,0,0,0.0,None,None,0,3,2010,WD,Normal,34,5,34.0,2204,1479,2.5,44,1,1,0,0,1,0,0,0,0
20,RL,78.0,10140,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3.0,3.0,CBlock,4.0,3.0,1.0,Unf,0,Unf,0,1064,1064,GasA,3.0,Y,SBrkr,1350,0,0,1350,0,0,2,0,3,1,3.0,7,7.0,1,3.0,Attchd,1974.0,2.0,2,478,3.0,3.0,2.0,0,0,0,0,0,0,0.0,MnPrv,None,0,8,2009,WD,Normal,35,35,35.0,2414,1350,2.0,0,1,1,0,1,0,0,0,0,0
70,RM,60.0,10800,Pave,Grvl,3.0,Bnk,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3.0,4.0,BrkTil,3.0,3.0,1.0,Unf,0,Unf,0,718,718,GasA,5.0,Y,SBrkr,1576,978,0,2554,0,0,1,1,3,1,3.0,8,7.0,0,0.0,Detchd,1996.0,1.0,2,704,3.0,3.0,1.0,0,48,143,0,0,0,0.0,None,None,0,7,2007,WD,Normal,117,9,11.0,3272,2554,1.5,191,1,1,0,0,1,0,0,0,0
20,RL,80.0,10000,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,4.0,3.0,1.0,BLQ,1084,Unf,0,92,1176,GasA,4.0,Y,SBrkr,1178,0,0,1178,0,1,1,1,3,1,4.0,5,7.0,1,2.0,Attchd,1973.0,1.0,2,439,3.0,3.0,2.0,224,0,0,0,0,0,0.0,MnPrv,None,0,11,2008,WD,Normal,35,8,35.0,2354,1178,2.0,224,1,1,0,1,1,0,0,0,0
60,RL,96.0,10542,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4.0,3.0,PConc,4.0,3.0,4.0,GLQ,1173,Unf,0,138,1311,GasA,5.0,Y,SBrkr,1325,1093,0,2418,1,0,2,1,3,1,4.0,9,7.0,1,3.0,Attchd,1993.0,2.0,3,983,3.0,3.0,2.0,250,154,216,0,0,0,0.0,None,None,0,8,2008,WD,Normal,15,14,15.0,3729,2418,3.5,620,1,1,0,1,1,0,0,0,0
20,RL,69.0,9920,Pave,None,2.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,3.0,3.0,CBlock,4.0,3.0,4.0,ALQ,523,Unf,0,448,971,GasA,3.0,Y,SBrkr,971,0,0,971,0,0,1,1,3,1,3.0,5,7.0,1,1.0,Attchd,1969.0,1.0,1,300,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,5,2006,WD,Normal,37,37,37.0,1942,971,1.5,0,1,1,0,1,0,0,0,0,0
120,RL,,6563,Pave,None,2.0,Low,AllPub,CulDSac,1.0,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,4.0,3.0,PConc,4.0,3.0,4.0,GLQ,1148,Unf,0,594,1742,GasA,3.0,Y,SBrkr,1742,0,0,1742,1,0,2,0,2,1,4.0,5,7.0,1,3.0,Attchd,1985.0,2.0,2,564,3.0,3.0,2.0,114,28,234,0,0,0,0.0,None,None,0,12,2006,WD,Normal,21,21,21.0,3484,1742,3.0,376,1,1,0,1,1,0,0,0,0
120,RM,,4426,Pave,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4.0,3.0,PConc,4.0,3.0,3.0,GLQ,662,Unf,0,186,848,GasA,5.0,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4.0,3,7.0,0,0.0,Attchd,2004.0,2.0,2,420,3.0,3.0,2.0,160,0,0,0,0,0,0.0,None,None,0,5,2010,WD,Normal,6,6,6.0,1696,848,2.0,160,1,1,0,0,1,0,0,0,0
20,RL,70.0,8120,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,1.0,ALQ,191,Unf,0,673,864,GasA,5.0,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,3.0,5,7.0,0,0.0,Detchd,1994.0,1.0,2,463,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,7,2009,WD,Normal,39,39,15.0,1728,864,1.0,0,1,1,0,0,0,0,0,0,0
50,RL,60.0,8172,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,PConc,3.0,3.0,1.0,Unf,0,Unf,0,941,941,GasA,5.0,Y,SBrkr,997,473,0,1470,0,0,2,0,4,1,3.0,7,7.0,0,0.0,Detchd,1958.0,1.0,1,548,3.0,3.0,2.0,0,0,0,0,156,0,0.0,None,None,0,5,2008,WD,Normal,54,36,50.0,2411,1470,2.0,156,1,1,0,0,1,0,0,0,0
20,RL,86.0,13286,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5.0,3.0,PConc,5.0,3.0,1.0,GLQ,1234,Unf,0,464,1698,GasA,5.0,Y,SBrkr,1698,0,0,1698,1,0,2,0,3,1,5.0,8,7.0,1,4.0,Attchd,2007.0,3.0,3,768,3.0,3.0,2.0,327,64,0,0,0,0,0.0,None,None,0,2,2009,WD,Normal,2,1,2.0,3396,1698,3.0,391,1,1,0,1,1,0,0,0,0
20,RL,60.0,6960,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,ALQ,375,BLQ,239,250,864,GasA,3.0,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,4.0,5,7.0,0,0.0,Detchd,1989.0,1.0,2,660,3.0,3.0,2.0,96,0,0,0,0,0,0.0,None,Shed,500,11,2009,WD,Normal,39,39,20.0,1728,864,1.0,96,1,1,0,0,1,0,0,0,0
20,RL,,21695,Pave,None,2.0,Lvl,AllPub,Corner,2.0,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4.0,4.0,CBlock,4.0,3.0,1.0,GLQ,808,Unf,0,72,880,GasA,5.0,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,4.0,5,7.0,1,4.0,Attchd,1988.0,3.0,2,540,3.0,3.0,2.0,292,44,0,182,0,0,0.0,None,None,0,12,2009,WD,Normal,21,2,21.0,2560,1680,3.0,518,1,1,0,1,1,0,0,0,0
20,RL,64.0,7314,Pave,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4.0,3.0,PConc,4.0,3.0,3.0,GLQ,724,Unf,0,508,1232,GasA,5.0,Y,SBrkr,1232,0,0,1232,1,0,2,0,2,1,4.0,6,7.0,0,0.0,Attchd,2007.0,2.0,2,632,3.0,3.0,2.0,132,0,0,0,0,0,0.0,None,None,0,2,2009,WD,Normal,2,2,2.0,2464,1232,3.0,132,1,1,0,0,1,0,0,0,0
90,RL,85.0,11475,Pave,None,3.0,Lvl,AllPub,Corner,2.0,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3.0,3.0,CBlock,3.0,3.0,1.0,Unf,0,Unf,0,1584,1584,GasA,3.0,Y,SBrkr,1776,0,0,1776,1,0,2,0,4,2,3.0,9,7.0,0,0.0,Detchd,1968.0,1.0,3,888,3.0,3.0,2.0,0,25,0,0,0,0,0.0,None,None,0,7,2009,COD,Abnorml,51,51,41.0,3360,1776,3.0,25,1,1,0,0,1,0,0,0,0
30,RM,52.0,6240,Pave,Grvl,3.0,Lvl,AllPub,Inside,2.0,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,BLQ,152,Unf,0,628,780,GasA,3.0,Y,FuseA,848,0,360,1208,0,0,1,0,2,1,3.0,5,7.0,0,0.0,Detchd,1962.0,1.0,2,539,3.0,3.0,2.0,0,23,112,0,0,0,0.0,None,None,0,1,2009,WD,Normal,84,59,47.0,1628,848,1.0,135,1,1,0,0,1,0,0,0,0
120,RL,39.0,5389,Pave,None,2.0,Lvl,AllPub,Inside,2.0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,GLQ,1180,Unf,0,415,1595,GasA,5.0,Y,SBrkr,1616,0,0,1616,1,0,2,0,2,1,4.0,5,7.0,1,3.0,Attchd,1995.0,2.0,2,608,3.0,3.0,2.0,237,152,0,0,0,0,0.0,None,None,0,3,2010,WD,Normal,15,14,15.0,3211,1616,3.0,389,1,1,0,1,1,0,0,0,0
80,RL,73.0,9590,Pave,None,2.0,Lvl,AllPub,Corner,2.0,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4.0,3.0,PConc,5.0,3.0,3.0,GLQ,786,Unf,0,82,868,GasA,5.0,Y,SBrkr,1146,0,0,1146,1,0,2,0,3,1,4.0,6,7.0,1,4.0,Attchd,2003.0,3.0,2,438,3.0,3.0,2.0,160,22,0,0,0,0,0.0,None,None,0,5,2007,WD,Normal,4,4,4.0,2014,1146,3.0,182,1,1,0,1,1,0,0,0,0
60,RL,75.0,11404,Pave,None,2.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4.0,3.0,PConc,4.0,3.0,3.0,ALQ,252,Unf,0,901,1153,GasA,5.0,Y,SBrkr,1153,878,0,2031,0,0,2,1,3,1,4.0,8,7.0,1,3.0,Attchd,1998.0,3.0,2,541,3.0,3.0,2.0,192,84,0,0,0,0,0.0,None,None,0,7,2008,WD,Normal,10,9,10.0,3184,2031,2.5,276,1,1,0,1,1,0,0,0,0
20,RL,80.0,10000,Pave,None,3.0,Lvl,AllPub,Corner,2.0,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,BLQ,594,Unf,0,270,864,GasA,5.0,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3.0,6,7.0,1,3.0,Attchd,1961.0,2.0,1,264,3.0,3.0,2.0,165,0,0,0,0,0,0.0,GdWo,Shed,400,3,2009,WD,Normal,48,26,48.0,2008,1144,2.0,165,1,1,0,1,1,0,0,0,0
20,RL,,8978,Pave,None,2.0,Lvl,AllPub,Corner,2.0,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3.0,PConc,3.0,3.0,1.0,Unf,0,Unf,0,948,948,GasA,3.0,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1968.0,1.0,1,300,3.0,3.0,2.0,147,0,0,0,0,0,0.0,None,None,0,5,2007,WD,Family,39,39,39.0,1896,948,1.0,147,1,1,0,0,1,0,0,0,0
75,RM,60.0,10800,Pave,None,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,4.0,3.0,2.0,Rec,390,Unf,0,490,880,GasW,2.0,N,SBrkr,880,888,0,1768,0,0,1,1,2,1,3.0,6,7.0,2,3.0,Detchd,1914.0,1.0,2,320,3.0,3.0,0.0,0,341,0,0,0,0,0.0,None,None,0,10,2006,WD,Normal,92,36,92.0,2648,1768,1.5,341,1,1,0,1,1,0,0,0,0
90,RL,60.0,8544,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,3.0,3.0,CBlock,0.0,0.0,0.0,,0,,0,0,0,GasA,4.0,N,FuseF,1040,0,0,1040,0,0,2,0,2,2,3.0,6,7.0,0,0.0,Detchd,1949.0,1.0,2,400,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,7,2006,WD,Normal,56,56,57.0,1040,1040,2.0,0,0,1,0,0,0,0,0,0,0
60,RL,72.0,10463,Pave,None,2.0,HLS,AllPub,CulDSac,2.0,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,893,893,GasA,5.0,Y,SBrkr,901,900,0,1801,0,0,2,1,3,1,4.0,8,7.0,1,4.0,Attchd,2005.0,3.0,3,800,3.0,3.0,2.0,0,116,0,0,0,0,0.0,None,None,0,6,2006,WD,Normal,1,1,1.0,2694,1801,2.5,116,1,1,0,1,1,0,0,0,0
90,RL,60.0,10800,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3.0,CBlock,4.0,4.0,4.0,GLQ,1200,Unf,0,0,1200,GasA,3.0,Y,SBrkr,1200,0,0,1200,3,0,3,0,3,1,3.0,5,7.0,0,0.0,None,0.0,0.0,0,0,0.0,0.0,2.0,120,0,0,0,0,0,0.0,None,None,0,3,2009,WD,Alloca,22,21,2009.0,2400,1200,6.0,120,1,0,0,0,1,0,0,0,0
60,RL,65.0,9313,Pave,None,2.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,864,864,GasA,5.0,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,4.0,7,7.0,0,0.0,Attchd,2004.0,2.0,2,572,3.0,3.0,2.0,187,56,0,0,0,0,0.0,None,None,0,4,2009,WD,Normal,5,5,5.0,2592,1728,2.5,243,1,1,0,0,1,0,0,0,0
70,RM,60.0,9600,Pave,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3.0,4.0,BrkTil,2.0,2.0,1.0,Unf,0,Unf,0,264,264,GasA,5.0,Y,SBrkr,768,664,0,1432,0,0,2,0,2,1,3.0,7,7.0,0,0.0,Detchd,1910.0,1.0,2,360,3.0,4.0,2.0,270,0,112,0,0,0,0.0,GdPrv,None,0,5,2007,WD,Abnorml,97,5,97.0,1696,1432,2.0,382,1,1,0,0,1,0,0,0,0
