overall_qual,gr_liv_area,neighborhood,garage_cars,total_bsmt_sf,mortgage_rate,days_on_market,distance_to_center,total_sf,age_at_sale,years_since_remodel,total_bath,predicted_sale_price,actual_sale_price
6,1244,NAmes,1,1244,6.2620000000000005,36,1.21,7.819636302367592,50,50,1.5,144879.42134045484,150000
6,1664,BrkSide,2,1004,6.3575,24,1.49,7.889459149404524,59,56,2.0,164171.19187733464,159000
7,2398,NoRidge,3,1379,6.572,64,4.67,8.236950048061455,11,10,3.5,292836.39255247894,315750
7,1266,Somerst,2,1257,6.5075,43,3.38,7.8336002236611035,1,1,2.0,187044.0216496206,176000
5,928,NAmes,1,928,6.657500000000001,48,1.98,7.526717561352706,51,7,1.0,132543.70191992665,132000
9,2713,NridgHt,3,1452,6.0875,119,5.39,8.334711621820917,0,0,3.5,444700.01568183105,446261
4,605,Edwards,0,528,6.695,64,2.63,7.033506484287697,87,5,2.0,86788.11991363924,86000
6,2515,Crawfor,2,2035,6.156000000000001,70,1.97,8.423102268016642,50,32,4.0,217519.6343846929,200624
6,1509,Timber,2,1461,6.4775,34,4.09,7.9966538754626075,20,19,3.0,190791.24590263856,175000
6,1362,BrkSide,2,611,6.32,32,0.88,7.587817219993427,88,9,2.0,139112.56972357017,128000
5,827,NAmes,1,0,5.098000000000001,51,1.74,6.71901315438526,55,3,1.0,93932.58604342218,107500
1,334,BrkSide,0,0,6.2175,125,0.9,5.814130531825066,61,57,1.0,45209.745217139454,39300
8,1414,Gilbert,2,707,6.3575,33,3.85,7.660114319173928,2,2,2.5,191279.1091195465,178000
5,1347,Edwards,0,1117,5.758,33,2.55,7.80994708647679,98,17,2.0,132513.9151576863,107500
7,1724,CollgCr,2,880,6.425999999999999,31,1.78,7.865187954187467,10,9,2.5,200952.2167395352,188000
4,864,NAmes,2,864,5.9175,55,1.99,7.455298485683291,36,36,1.0,118507.01288731383,111250
5,1159,Sawyer,1,1051,6.7625,28,2.57,7.701200180857446,38,38,1.5,136788.85662801616,158000
8,1601,CollgCr,2,1581,4.8875,36,1.87,8.065579427282092,9,8,3.0,239530.59712825838,272000
9,1838,Timber,3,1838,5.0025,50,4.32,8.209852481301272,3,3,3.0,329147.538306975,315000
8,2285,NoRidge,3,969,6.657500000000001,62,4.11,8.08794755464267,7,7,2.5,251284.18190672292,248000
7,1680,NWAmes,2,1650,5.42,43,3.47,8.11102783819368,11,10,3.0,184617.24167799178,213250
7,767,NAmes,1,723,6.657500000000001,56,1.75,7.307202314764738,9,9,2.0,132233.12336868438,133000
7,1496,Gilbert,2,654,6.4025,32,3.95,7.67368812926773,0,0,3.5,220287.94563375076,179665
7,2183,NWAmes,3,1204,6.2525,53,3.3,8.127995055771946,18,18,2.5,228035.9211606148,229000
6,1635,BrkSide,2,1065,6.2620000000000005,30,1.22,7.901377353792616,84,57,1.5,185805.67609662967,210000
5,768,Mitchel,2,768,6.18,47,3.4,7.337587743538596,37,37,2.0,127669.27926065786,129500
5,825,OldTown,2,825,6.32,52,1.53,7.409136443920128,53,13,2.0,116840.48099873138,125000
7,2094,Somerst,2,912,4.875,48,3.19,8.008698182988528,6,5,2.5,226616.29455690907,263000
6,1069,NPkVill,2,1069,6.2,47,1.98,7.668093709082406,31,31,2.0,133668.10030324053,140000
5,928,OldTown,1,928,6.32,51,0.72,7.526717561352706,51,51,1.0,115625.32306275773,112500
8,1717,NridgHt,3,1709,5.222,52,5.27,8.139440521874608,3,3,2.0,269766.185677551,255500
4,1126,Edwards,2,0,4.8575,31,2.75,7.027314514039777,60,6,2.0,105122.91943779257,108000
7,2046,NridgHt,3,998,6.4775,56,5.32,8.021256180143997,5,4,3.5,266485.7211792033,284000
5,1048,BrkSide,1,993,6.523999999999999,49,1.52,7.621684998724611,84,56,1.0,116176.00073679753,113000
5,1092,NAmes,1,1092,6.5975,29,2.06,7.68937110752969,49,49,2.0,134700.5426800934,141000
4,1336,IDOTRR,1,637,6.4025,33,1.32,7.587817219993427,86,56,1.5,91081.19690674402,108000
7,1446,Gilbert,2,729,6.4775,32,4.16,7.685243607975833,12,11,3.0,202623.76286226773,175000
7,1557,Blmngtn,2,1374,6.3575,42,3.01,7.983440063006542,3,2,2.0,191709.1132922551,234000
5,1392,Sawyer,2,1392,4.8875,38,2.14,7.932003152361385,53,14,2.5,150228.86103439357,121500
5,1389,Mitchel,2,1389,6.5075,34,3.16,7.929846429742503,32,31,2.0,166126.39236565237,170000
5,996,Edwards,0,996,6.425999999999999,43,2.56,7.597396320212795,68,39,2.0,117183.44329650002,108000
6,1674,Edwards,2,1163,6.425999999999999,39,2.67,7.950854857719988,90,58,2.0,174088.95239530437,185000
7,2295,NoRidge,2,1095,6.7625,52,4.4,8.128880142125638,14,6,3.5,259337.25732690404,268000
6,1647,SWISU,1,806,4.8875,22,1.06,7.805474625270857,95,60,2.5,120647.74043076072,128000
9,2504,StoneBr,3,1122,6.32,96,3.9,8.196161139282902,3,1,2.5,327142.63754800055,325000
7,1535,NridgHt,2,1517,4.9675,45,4.82,8.023879992734878,6,6,2.0,213298.2816113474,214000
8,2132,SawyerW,2,1496,5.0575,67,3.0,8.19671240721307,26,0,2.5,301086.16486074723,316600
5,943,NAmes,2,943,6.135,38,1.56,7.54274354536855,27,27,2.0,138064.04155500943,135960
5,1728,NAmes,2,1728,6.0875,34,1.98,8.148156439921625,43,43,2.0,148277.60894304645,142600
6,864,NAmes,1,864,6.3575,51,1.77,7.455298485683291,47,47,2.0,118089.32708845015,120000
7,1692,Timber,2,846,5.222,26,3.24,7.839525581704678,0,0,2.5,215493.89008127863,224500
7,1430,Gilbert,2,384,6.095,39,3.74,7.503840746698951,7,7,2.5,162784.82419295848,170000
5,1109,NAmes,1,372,6.095,33,2.24,7.301147805856032,36,2,1.5,127421.32555133066,139000
5,1216,NAmes,1,832,6.2,31,2.21,7.6251071482389,61,58,1.0,115198.61539409196,118500
7,1477,SWISU,1,861,5.1925,38,1.52,7.757478766584179,81,59,2.5,144619.52814763034,145000
5,1320,Sawyer,2,1164,6.5975,31,2.4,7.818027938530729,40,40,2.0,155626.5409674428,164500
7,1392,Somerst,2,689,5.9175,41,3.51,7.641084249174914,1,1,2.0,153576.76593008946,146000
5,1795,OldTown,1,1050,6.0875,40,0.46,7.953669778649798,54,54,2.0,130885.77767182927,131500
6,1429,NAmes,2,1144,6.657500000000001,38,2.14,7.853216388156072,47,20,1.5,183387.63452542058,181900
8,2042,NridgHt,3,2042,5.1925,47,4.89,8.315077007294104,1,0,2.5,315798.3591733375,253293
6,816,Edwards,0,816,6.2620000000000005,45,2.47,7.398174092970465,17,17,2.0,112156.87416402258,118500
10,2775,OldTown,2,1237,6.425999999999999,133,1.18,8.297294370266917,115,8,3.5,306808.8983229466,325000
4,1573,BrkSide,1,884,5.222,27,0.87,7.80710329012598,74,14,1.0,133924.3213706933,133000
8,2028,Timber,3,1868,6.324,46,4.32,8.26796230533871,1,0,3.0,341225.7948928361,369900
6,838,BrkSide,1,816,6.036,54,0.93,7.411556287811163,90,8,2.0,115886.06811573695,130000
5,860,Sawyer,2,840,5.222,50,2.03,7.438971592395862,27,27,2.0,129751.98912008933,137000
5,1473,ClearCr,1,1437,5.42,23,2.45,7.976251943745623,41,6,3.0,230338.3515131115,143000
5,935,BrkSide,1,742,6.4775,48,1.59,7.3277805384216315,78,48,1.0,99260.26129174892,79500
7,1582,CollgCr,2,770,6.0375,37,1.85,7.763446388727362,4,4,2.5,185331.03506953613,185900
10,2296,NridgHt,3,1722,5.42,105,4.99,8.2987883944492,1,1,3.5,434914.6792881825,451950
5,816,Mitchel,2,816,6.32,46,2.78,7.398174092970465,26,5,2.0,138124.93500568627,138000
6,848,CollgCr,2,848,4.8575,43,2.32,7.436617265234227,6,6,2.0,137605.53408440945,140000
5,924,CollgCr,1,924,5.9175,46,2.19,7.522400231387125,33,33,1.0,116109.9885455275,110000
8,1826,StoneBr,3,1814,6.523999999999999,44,3.87,8.200013648175434,1,0,3.0,328145.55110412074,319000
6,1368,OldTown,1,684,6.3575,22,0.82,7.627057417018934,96,13,1.0,111652.7037245479,114504
7,1402,Blmngtn,3,1258,6.285,27,2.43,7.886457270977689,1,0,2.0,200158.1936828505,194201
5,1647,Crawfor,2,1430,6.324,27,2.48,8.032035314398824,29,29,3.0,220506.31370644827,217500
6,1556,Blueste,2,716,6.425999999999999,29,2.11,7.728855823852543,28,28,3.5,146411.6783179879,151000
8,1904,NridgHt,2,1058,6.682,41,4.85,7.993957547573565,1,1,3.5,273975.97006136697,275000
6,1375,IDOTRR,1,780,6.095,36,1.37,7.6760099320288875,70,57,1.5,131474.7777365393,141000
8,1915,SawyerW,2,908,6.2525,39,2.3,7.945909598613133,14,14,3.5,224317.6591123517,220000
7,1200,Somerst,2,600,4.7375,32,3.52,7.496097345175956,6,5,2.5,154490.50954205843,151000
7,1494,CollgCr,2,1494,6.0375,42,2.55,8.002694162283937,6,6,3.0,225491.77776003582,221000
7,1986,NAmes,2,768,4.952,39,2.51,7.9211727215870145,44,19,2.5,204772.97888148937,205000
5,1040,CollgCr,2,1040,4.875,37,2.2,7.640603826393634,13,13,2.0,149170.79380497357,152000
5,2008,Edwards,1,896,6.523999999999999,41,2.42,7.974188669286011,58,4,4.0,196015.92679695023,225000
8,3194,Crawfor,2,965,6.3825,142,2.43,8.333270353255308,73,9,2.5,331140.5761047953,359100
4,1029,Sawyer,1,1029,6.18,39,2.96,7.629975707027789,46,46,2.0,114871.26298568955,118500
9,2153,CollgCr,3,1440,4.8575,73,2.39,8.187021067343505,9,9,3.5,316340.4354817147,313000
6,1032,NWAmes,2,1032,6.695,30,3.82,7.632885505395133,29,29,2.5,149466.72099570668,148000
8,1872,CollgCr,2,1299,4.875,54,2.09,8.06211758275474,8,8,3.5,263384.2874983371,261500
5,1120,Mitchel,0,1120,6.095,43,2.78,7.714677473800927,0,0,1.0,129132.29602317158,147000
4,630,MeadowV,0,630,4.8875,61,2.8,7.13966033596492,38,38,2.0,80370.41459029895,75500
6,1054,NAmes,2,936,4.8875,42,1.72,7.596392304064196,47,47,2.0,143139.47332729373,137500
6,1509,Gilbert,2,783,6.682,25,4.17,7.737616282857904,4,3,3.5,189032.9371175737,183200
6,832,NAmes,2,832,6.32,56,1.52,7.417580402414544,54,54,1.0,111936.13378556437,105500
9,1828,NridgHt,3,1822,6.695,61,5.08,8.202756381655638,0,0,2.0,332429.5017038242,314813
8,2262,Timber,3,1482,6.4775,62,4.67,8.22817689595132,5,5,3.5,328925.0734318882,305000
3,864,Edwards,0,864,6.0375,65,2.67,7.455298485683291,94,58,2.0,72688.23668817054,67000
6,2614,NWAmes,2,1522,6.32,75,3.47,8.327726166461412,34,11,2.5,243438.34599828027,240000
5,980,Sawyer,2,980,5.222,36,2.27,7.581209826196346,32,32,1.0,126184.20669159447,135000
6,1512,Somerst,2,756,6.657500000000001,21,3.5,7.727094484779841,7,7,2.5,167616.54330581313,168500
6,1790,NWAmes,2,732,6.24,38,3.43,7.833203948641057,34,34,3.0,159065.15474895638,165150
6,1116,NAmes,2,1116,4.99,37,1.8,7.711101251840158,48,48,1.5,139469.8852585479,160000
5,1422,NAmes,1,978,6.572,36,2.38,7.783640596221253,47,29,1.0,126969.3446348762,139900
6,1520,NAmes,1,1156,4.9675,25,1.52,7.892452043520352,55,38,2.0,169291.15180009737,153000
5,2080,NAmes,2,1040,6.3825,54,2.3,8.045908742270779,38,38,2.5,179665.35430997296,135000
6,1350,NAmes,2,1248,6.32,31,2.03,7.8628820346414905,44,44,2.5,158580.86998327306,168500
5,1750,OldTown,1,636,6.682,29,0.4,7.77779262633883,126,15,1.0,103371.47011052397,124000
8,1554,NridgHt,2,1554,6.572,51,4.93,8.042056410058754,1,1,2.0,234855.08815753701,209500
7,1411,NWAmes,2,1386,4.8100000000000005,40,3.32,7.936660155225426,32,32,2.0,168302.77676052554,82500
5,1056,NAmes,1,1056,6.695,41,1.81,7.655864017616056,53,2,1.5,136197.5020637173,139400
6,1056,OldTown,2,1056,4.7375,33,0.99,7.655864017616056,30,30,2.0,133269.3607257551,144000
6,3395,SWISU,0,1440,6.156000000000001,126,1.31,8.371242135931933,93,12,2.0,167998.22461360955,200000
2,800,BrkSide,0,264,5.047499999999999,66,1.06,6.970730078143525,73,59,1.0,54062.67208524069,60000
5,1387,OldTown,1,811,4.875,39,0.68,7.695757990554761,55,55,2.0,102970.28791348472,93000
5,796,Edwards,0,796,6.036,41,3.01,7.373374309910049,98,58,1.0,90752.56436508575,85000
8,1567,Blmngtn,3,1520,6.3575,44,2.26,8.035278911144667,0,0,3.0,258400.11269688705,264561
8,1518,NridgHt,2,1518,5.9175,52,4.03,8.01862546504575,5,4,1.5,262430.883636485,274000
7,1929,Somerst,2,1057,6.2620000000000005,39,3.29,8.00202481821611,6,6,3.5,237973.6288227443,226000
8,2704,NAmes,2,1952,5.222,103,2.13,8.446126742982377,37,14,3.5,375914.96789084165,345000
5,1620,NWAmes,2,780,6.18,28,3.48,7.783640596221253,38,38,2.5,139673.64775996198,152000
9,1766,Somerst,3,1766,4.952,51,3.72,8.169902647359145,0,0,3.5,344194.30936882,370878
6,981,NAmes,2,981,6.156000000000001,39,1.85,7.5822291942764615,36,36,2.5,141128.0087121892,143250
5,1048,NAmes,2,0,6.425999999999999,45,2.36,6.955592608396297,58,58,1.0,99549.46399105506,98300
6,1094,Edwards,2,1094,6.32,43,2.47,7.691200097522863,55,55,1.0,143076.6826415231,155000
6,1839,NAmes,2,756,4.7375,44,2.32,7.86172707782398,44,44,1.5,151372.06107283998,155000
4,630,MeadowV,0,630,6.095,56,2.13,7.13966033596492,37,37,2.0,81416.41297557492,84500
7,1665,Somerst,2,813,6.036,45,3.97,7.8156105320351905,1,1,2.5,202087.23483267476,205950
4,1510,Edwards,1,755,4.952,36,3.02,7.725771441587952,69,59,2.0,109518.95554919427,108000
7,1716,CollgCr,2,880,5.222,38,2.69,7.862112211662748,13,13,2.5,193283.61637093333,191000
6,1469,IDOTRR,1,756,6.32,37,0.48,7.70796153183549,102,13,1.0,137993.80354073926,135000
8,2113,NoRidge,3,2109,6.4775,49,4.98,8.348301054933943,13,13,3.5,343824.9671233251,350000
6,1092,BrDale,1,525,4.9675,29,1.56,7.388946097618437,39,39,1.5,91335.37220311842,88000
5,1053,NAmes,1,1053,6.4775,46,1.91,7.653020413804189,49,2,2.5,146390.47754655534,145500
7,1502,Crawfor,1,776,5.9175,30,2.64,7.731492029245684,77,8,1.5,159744.35142816475,149000
6,1458,NAmes,1,912,5.03,27,2.03,7.771067086065406,62,60,1.5,124353.2173600694,97500
5,1486,Edwards,2,1486,5.0025,33,2.48,7.997326822998097,45,10,2.0,174067.30043802058,167000
7,1935,NWAmes,2,793,6.208,40,3.5,7.911690520708339,31,31,2.5,207882.05482347115,197900
8,2448,NoRidge,3,1629,5.222,82,4.31,8.3133619511344,15,4,3.5,398373.11493574915,402000
6,1392,NAmes,2,1392,5.222,39,2.24,7.932003152361385,41,41,2.0,130119.17709831134,110000
4,1181,Edwards,2,1138,5.9175,42,2.56,7.749322464660356,36,36,3.0,139756.39566898023,137500
8,2097,Somerst,3,2077,6.145,67,3.41,8.336869637284956,1,0,2.5,361950.34516431193,423000
8,1936,Gilbert,2,1406,6.24,58,4.39,8.114623886420098,6,6,2.5,243415.7747946591,230500
6,2380,NAmes,2,1021,6.572,53,1.89,8.132118772955806,42,28,2.5,156423.5074574251,129000
6,1679,SawyerW,2,1408,6.2,25,2.11,8.035278911144667,14,10,3.0,203943.4647027994,193500
5,1437,Sawyer,2,1188,6.24,40,3.12,7.873217054862741,50,19,2.5,160609.24928827918,168000
4,1180,Crawfor,1,700,6.7625,47,2.88,7.53955882930103,84,56,1.0,117660.77141651981,137500
6,1476,CollgCr,2,738,5.13,30,2.82,7.703007682479236,4,4,3.5,180873.4426083572,173500
6,1369,Edwards,1,672,5.222,37,2.89,7.621684998724611,84,59,3.0,111976.76228177565,103600
6,1208,Veenker,2,1208,6.682,44,4.23,7.790282380703483,29,29,2.5,174152.73816699904,165000
6,1839,Crawfor,2,1477,6.657500000000001,43,2.75,8.106816038947052,50,3,3.0,269696.3592360952,257500
6,1136,NAmes,1,1136,6.425999999999999,46,1.78,7.728855823852543,43,43,2.0,144919.23394404503,140000
6,1441,NPkVill,2,855,4.8100000000000005,25,1.91,7.739359202689098,31,31,2.5,138595.9063911242,148500
4,1774,OldTown,3,1095,6.5975,32,0.97,7.962067308753666,106,56,3.0,92448.03293152434,87000
5,792,OldTown,1,768,4.8575,61,0.82,7.353081920515432,85,3,1.0,108581.4198477509,109500
8,2046,StoneBr,3,2046,5.222,63,4.24,8.317033476492403,1,1,2.5,342814.112129111,372500
5,988,Sawyer,2,988,6.375,48,2.08,7.589335823170617,46,46,2.0,123488.96638558139,128500
6,923,SawyerW,1,923,4.8875,46,3.36,7.52131798019924,30,30,2.0,127615.62710359924,143000
5,1520,SWISU,1,793,5.222,22,0.49,7.746732907753622,77,9,1.0,111115.64623914669,159434
6,1291,ClearCr,2,1291,6.0875,26,2.82,7.8567067930958405,12,11,2.0,168693.76398934962,173000
9,1668,CollgCr,3,1626,6.695,48,2.4,8.100161446936607,5,5,3.0,293085.9386049619,285000
7,1839,NoRidge,2,1195,4.7375,30,4.84,8.017966703493599,12,12,2.5,211041.53771209158,221000
7,2090,StoneBr,2,1190,6.3825,47,4.36,8.0959035329611,23,23,3.0,231578.67573098923,207500
7,1761,Somerst,2,874,6.572,41,3.26,7.877017895622398,0,0,3.0,233476.55440430986,227875
7,1102,Somerst,2,551,6.156000000000001,35,3.66,7.4109518755836366,3,3,2.5,158198.18911935427,148800
8,1419,StoneBr,2,1419,6.375,45,4.15,7.951207156472972,0,0,3.0,273671.60160106467,392000
6,1362,NridgHt,2,1362,6.657500000000001,32,4.6,7.9102237070973445,2,1,2.0,205141.35219738644,194700
6,848,CollgCr,2,848,6.036,44,2.28,7.436617265234227,4,4,2.0,143405.98015300877,141000
10,4316,NoRidge,3,2444,6.2175,154,4.32,8.818926087090677,13,12,4.0,731748.9115312749,755000
7,2519,Timber,2,1210,6.5075,69,4.0,8.224163512637862,17,16,3.5,312533.11188004696,335000
5,1073,OldTown,1,1073,6.135,40,0.1,7.671826797878781,85,38,1.0,102553.49403259279,108480
5,1539,BrkSide,2,927,4.8100000000000005,24,0.98,7.810758116529357,73,59,1.5,131935.00164846278,141500
6,1137,Timber,2,1112,6.7625,39,4.04,7.718685495198466,19,19,3.0,178710.09885434585,176000
5,616,BrkSide,1,616,6.682,59,1.48,7.117205503164344,85,56,1.0,91595.30291891414,89000
5,1148,Edwards,1,980,6.4025,29,2.7,7.663407664893479,54,54,1.5,126480.8771490146,123500
5,894,Sawyer,1,894,5.098000000000001,43,2.37,7.489412083508719,45,1,2.0,138713.86087173544,138500
7,1391,Somerst,2,1391,6.425999999999999,45,2.92,7.931284761525891,4,4,2.0,201748.12169208154,196000
8,1800,Timber,3,1800,6.5975,51,4.32,8.188966863648876,4,4,3.0,302014.3859819173,312500
7,1164,NWAmes,2,1164,6.7625,41,3.39,7.753194269884341,37,37,1.5,141282.49781458091,140000
8,2576,StoneBr,3,1234,6.7625,91,4.6,8.24564690087386,0,0,2.5,350992.66233061923,361919
5,1812,OldTown,2,360,4.8875,43,1.22,7.6838639802564295,110,14,2.0,133491.0901901718,140000
7,1484,CollgCr,2,1473,4.8875,44,2.1,7.992268643270745,6,5,3.0,211562.80567393696,213000
4,1092,IDOTRR,0,0,4.564,33,0.87,6.996681488176539,80,60,2.0,63698.54742767755,55000
7,1824,ClearCr,2,1643,6.657500000000001,36,2.48,8.151333337900432,36,5,3.0,304072.543920115,302000
8,1324,NridgHt,2,1324,4.93,40,4.71,7.88193748927207,3,3,3.0,220452.18724380902,254000
7,1456,Gilbert,2,728,6.695,36,4.39,7.68937110752969,0,0,2.5,196649.33486921273,179540
5,904,Sawyer,1,876,5.286,45,2.66,7.484930283289661,42,42,1.0,107050.75867640974,109900
3,729,BrkSide,0,270,6.425999999999999,66,1.25,6.907755278982137,73,5,1.0,64397.871004609566,52000
4,1178,IDOTRR,1,859,5.03,45,0.38,7.61972421378267,110,60,1.0,80011.0972095792,102776
8,1228,StoneBr,2,1228,6.2,42,3.95,7.806696372521179,20,19,3.0,202995.33947602147,189000
4,960,BrkSide,2,960,6.5975,49,1.82,7.560601162768557,36,36,2.0,123440.48208603078,129000
6,1479,Sawyer,2,725,4.9675,23,2.57,7.6984827878809465,34,5,2.5,182360.69902548695,130500
6,1350,NWAmes,2,1064,5.1925,33,3.85,7.789454566086673,35,35,2.0,146922.69469335215,165000
7,2554,OldTown,2,718,6.695,83,0.93,8.09346227450118,117,9,1.5,192477.8462437255,159500
5,1178,NWAmes,2,1176,6.0875,28,3.23,7.764296006450518,35,8,2.0,152883.37911553567,157000
7,2418,NoRidge,3,1311,6.4775,58,4.61,8.224163512637862,15,14,3.5,297054.2413001361,341000
5,971,CollgCr,1,971,6.5975,34,2.08,7.57198844937744,37,37,1.5,132863.34160673502,128500
8,1742,StoneBr,2,1742,6.135,42,4.16,8.156223323194624,21,21,3.0,267435.7238844872,275000
6,848,CollgCr,2,848,4.8875,58,2.33,7.436617265234227,6,6,2.0,138100.75984400275,143000
4,864,NAmes,2,864,5.222,59,1.73,7.455298485683291,39,39,1.0,122148.01959102378,124500
4,1470,Edwards,1,941,6.036,28,2.23,7.788211557847076,54,36,2.0,132921.6924465393,135000
9,1698,Edwards,3,1698,5.13,54,2.96,8.130647968160584,2,1,3.0,297622.7507975443,320000
4,864,NAmes,2,864,4.875,56,2.37,7.455298485683291,39,39,1.0,113801.42199854858,120500
6,1680,Crawfor,2,880,4.93,22,2.27,7.848153086199526,21,2,3.0,265197.5991278703,222000
7,1232,CollgCr,2,1232,5.13,47,1.98,7.80994708647679,2,2,3.0,196322.4673090586,194500
5,1776,NAmes,3,1584,5.222,39,1.85,8.119993827725105,51,51,3.0,146710.69733209987,110000
4,1208,IDOTRR,2,780,5.047499999999999,39,0.77,7.395721608602045,84,59,1.0,99686.49610706053,103000
8,1616,StoneBr,2,1595,4.9675,43,3.96,8.074649075066652,15,14,3.0,243418.87529519195,236500
7,1146,Timber,2,868,6.2620000000000005,36,3.95,7.608374474380783,4,4,3.0,190171.6302408941,187500
7,2031,CollgCr,2,1153,6.425999999999999,36,2.09,8.066207568006265,10,9,2.5,239750.68967923298,222500
5,1144,Sawyer,1,864,5.0025,44,2.79,7.605392364814935,48,26,2.0,133937.83120979584,131400
5,948,Sawyer,1,948,6.2620000000000005,46,2.62,7.5480289699350145,39,39,1.0,111157.47302694531,108000
7,1768,OldTown,2,880,6.3575,28,0.76,7.88193748927207,92,36,1.5,162544.2215206512,163000
3,1040,NAmes,2,0,6.7625,58,2.19,6.947937068614969,56,56,2.0,86812.33916435651,93500
8,1801,Gilbert,3,893,6.682,52,2.93,7.899153483343097,1,1,2.5,228707.25943726458,239900
5,1200,Edwards,0,1200,5.0025,38,2.5,7.783640596221253,22,21,6.0,147884.51927095914,179000
7,1728,CollgCr,2,864,4.8100000000000005,36,2.48,7.860570785538664,5,5,2.5,192356.45378336246,190000
5,1432,OldTown,2,264,6.2620000000000005,28,1.07,7.436617265234227,97,5,2.0,115369.49857268741,132000
6,912,Sawyer,1,912,6.036,38,2.23,7.509335266016592,47,12,2.5,139854.91474989985,142000
7,1349,SawyerW,2,1349,6.095,27,2.34,7.900636613018005,7,6,2.0,173267.03173101266,179000
5,1464,Sawyer,2,520,4.952,21,2.11,7.59337419312129,46,10,2.5,153899.029198695,175000
8,1337,StoneBr,2,1337,6.2,44,4.01,7.891704659330107,15,15,3.0,214412.7990203884,180000
8,2715,NWAmes,2,1142,6.425999999999999,112,3.38,8.257904193465674,32,12,4.0,333304.90086581087,299800
7,2256,Gilbert,2,952,4.8100000000000005,63,3.86,8.073714641109857,9,9,2.5,235262.63777199146,236000
7,2640,OldTown,4,1240,4.8575,79,0.6,8.263848131368906,129,6,1.5,218753.81314326284,265979
7,1720,NoRidge,2,1720,4.9675,29,4.68,8.14351740579748,14,14,3.0,242663.89905173992,260400
4,1529,Edwards,1,0,4.8100000000000005,30,2.27,7.333023014386481,64,59,2.0,86407.05696138885,98000
4,1140,OldTown,0,576,4.7375,46,1.32,7.448333860897476,100,6,1.0,89597.30944325538,96500
7,1320,Gilbert,2,660,6.572,39,3.3,7.591357046698551,4,4,2.5,154388.3428478585,162000
6,1494,CollgCr,2,1479,6.7625,39,2.14,7.9976631270201,9,9,3.0,202783.14309953738,217000
8,2098,NridgHt,3,1030,6.324,55,4.61,8.048468743668883,1,1,2.5,263796.2052253334,275500
6,1026,NAmes,2,1026,5.222,35,2.27,7.627057417018934,40,4,2.0,162184.51111196578,156000
6,1471,Somerst,2,729,5.0025,21,4.06,7.696667081526462,10,10,2.5,157942.58981720623,172500
8,1768,CollgCr,2,866,4.8100000000000005,36,2.14,7.876638460975463,2,2,2.5,223693.9000454398,212000
6,1386,Sawyer,2,672,5.098000000000001,36,2.49,7.629975707027789,32,32,2.5,149788.76046315162,158900
7,1501,Somerst,2,744,6.4775,34,3.57,7.716906135298388,9,9,2.5,165275.09887685374,179400
8,2531,NoRidge,3,1318,6.208,78,3.98,8.25582842728183,12,12,2.5,294322.9937491241,290000
6,864,NAmes,1,864,4.952,47,1.62,7.455298485683291,50,50,1.0,125101.1033726005,127500
5,1301,BrkSide,2,1145,4.952,29,0.97,7.802618063442671,85,59,1.0,110165.45621794432,100000
7,1547,Somerst,2,756,4.7375,40,3.84,7.742402021815782,1,1,2.5,203430.8697859039,215200
8,2365,NoRidge,3,1252,5.222,65,4.77,8.193676665955241,10,10,3.5,299281.8321978001,337000
8,1494,Veenker,2,1494,6.5075,38,4.3,8.002694162283937,11,10,2.5,244771.2489790574,270000
9,1506,Somerst,2,1498,6.4775,49,3.39,8.008032846969307,0,0,2.0,264876.0809238669,264132
7,1714,NWAmes,2,980,4.9675,30,3.67,7.899153483343097,22,22,2.5,187406.9015521068,196500
6,1750,Mitchel,1,983,6.425999999999999,35,2.59,7.913521017283895,68,23,3.0,166938.58174211677,160000
7,1836,CollgCr,2,1860,6.3575,40,1.99,8.215276958936633,2,1,2.0,238835.21995609155,216837
8,3279,StoneBr,3,1650,4.7375,124,4.14,8.503094267036737,7,7,4.5,471987.9508479828,538000
5,858,Sawyer,2,858,4.8100000000000005,51,2.14,7.448333860897476,27,27,2.0,130290.19628692292,134900
4,1220,Edwards,2,836,6.5075,35,2.82,7.6290038896529575,55,55,1.0,113146.40792314347,102000
6,1117,Edwards,2,1029,4.9675,44,3.28,7.671826797878781,34,34,2.0,133287.94294963995,107000
5,912,NAmes,1,912,6.695,50,1.5,7.509335266016592,49,49,1.0,110775.32058665775,114500
8,1973,NridgHt,3,1935,6.695,58,4.72,8.271036865792954,1,1,2.0,312046.0916901874,395000
6,1204,Mitchel,2,1204,5.42,24,2.75,7.786967002614872,11,11,3.0,157975.87582023913,162000
7,1614,CollgCr,3,1614,6.7625,37,2.24,8.079927770758275,1,0,2.0,245078.23255135835,221500
5,894,Sawyer,2,864,6.682,50,2.3,7.472500744737558,32,32,2.0,131470.03534584757,142500
5,2020,SawyerW,2,0,6.375,31,2.77,7.611347717403621,30,30,2.0,138911.8692431827,144000
6,1004,Mitchel,2,975,6.5975,43,2.49,7.590852123688581,29,29,2.0,142847.8968998112,135000
7,1253,Gilbert,2,1237,6.657500000000001,35,3.98,7.820439515262181,12,11,2.0,168544.5050540092,176000
6,1603,SawyerW,2,761,6.7625,39,2.82,7.768533300926033,14,14,2.5,173103.37696734525,175900
7,1430,CollgCr,2,1413,5.42,30,2.29,7.952966790923131,8,7,2.0,188548.07567143653,187100
